               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,             0.10835,            0.044545,                   0,           0.0033333,              0.0625,            0.023221,           0.0069662,            0.099763,            0.064887,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,             0.11427,            0.045319,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,             0.00208,             0.00208,             0.00208
                 162,             0.10994,            0.038589,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,             0.11087,            0.055145,                   0,           0.0033333,              0.0625,            0.023221,           0.0069662,            0.099763,            0.064887,                   0,            0.001981,            0.001981,            0.001981
                 164,             0.11353,            0.047781,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,             0.10725,            0.052114,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,            0.001882,            0.001882,            0.001882
                 166,             0.11185,            0.055842,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,             0.11069,            0.070606,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,            0.001783,            0.001783,            0.001783
                 168,             0.10644,            0.058315,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,             0.11242,            0.049802,                   0,           0.0033333,               0.125,            0.024839,           0.0072122,            0.099763,            0.064887,                   0,            0.001684,            0.001684,            0.001684
                 170,             0.11092,            0.054297,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,             0.11251,            0.056673,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,            0.001585,            0.001585,            0.001585
                 172,             0.10748,            0.044613,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,             0.10518,            0.033755,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,            0.001486,            0.001486,            0.001486
                 174,             0.10949,            0.063368,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,             0.10739,            0.065597,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,            0.001387,            0.001387,            0.001387
                 176,             0.11613,            0.051381,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,             0.10434,            0.053025,                   0,           0.0066667,               0.125,            0.020299,           0.0062736,             0.10147,              0.0624,                   0,            0.001288,            0.001288,            0.001288
                 178,             0.10987,            0.062759,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,             0.10804,            0.069185,                   0,           0.0066667,               0.125,            0.020299,           0.0062736,             0.10147,              0.0624,                   0,            0.001189,            0.001189,            0.001189
                 180,             0.11045,            0.061302,                   0,           0.0066667,               0.125,            0.020299,           0.0062736,             0.10147,              0.0624,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,             0.11143,            0.056431,                   0,           0.0066667,               0.125,            0.020299,           0.0062736,             0.10147,              0.0624,                   0,             0.00109,             0.00109,             0.00109
                 182,             0.11054,            0.040012,                   0,               0.005,              0.1875,            0.022283,           0.0060566,             0.10147,              0.0624,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,             0.10997,            0.039589,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.10924,            0.050448,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.11234,            0.058342,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,            0.000892,            0.000892,            0.000892
                 186,              0.1088,            0.033449,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,             0.10588,            0.047228,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,            0.000793,            0.000793,            0.000793
                 188,             0.10656,            0.047637,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,             0.10866,            0.064567,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,            0.000694,            0.000694,            0.000694
                 190,             0.11342,            0.048366,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.11117,             0.05529,                   0,                0.01,              0.1875,            0.013729,           0.0042538,             0.10417,              0.0603,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.10994,            0.046933,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,             0.11356,            0.043716,                   0,                0.01,              0.1875,            0.013729,           0.0042538,             0.10417,              0.0603,                   0,            0.000496,            0.000496,            0.000496
                 194,             0.10839,            0.061643,                   0,                0.01,              0.1875,            0.013729,           0.0042538,             0.10417,              0.0603,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,             0.10774,            0.043677,                   0,           0.0066667,                0.25,            0.017066,           0.0053741,             0.10417,              0.0603,                   0,            0.000397,            0.000397,            0.000397
                 196,             0.10834,            0.052565,                   0,               0.005,              0.1875,           0.0086518,           0.0029639,             0.10258,             0.06156,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,               0.111,            0.053374,                   0,               0.005,              0.1875,           0.0086518,           0.0029639,             0.10258,             0.06156,                   0,            0.000298,            0.000298,            0.000298
                 198,             0.10882,            0.037507,                   0,               0.005,              0.1875,           0.0086518,           0.0029639,             0.10258,             0.06156,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,              0.1124,            0.057228,                   0,               0.005,              0.1875,           0.0086518,           0.0029639,             0.10258,             0.06156,                   0,            0.000199,            0.000199,            0.000199
